 # i j u v p
     1     1       0.000000       0.000000       0.000000
     2     1       0.000000       0.000000  -18357.759766
     3     1       0.000000       0.000000  -18357.757812
     4     1       0.000000       0.000000  -18357.759766
     5     1       0.000000       0.000000  -18357.757812
     6     1       0.000000       0.000000  -18357.750000
     7     1       0.000000       0.000000  -18357.744141
     8     1       0.000000       0.000000  -18357.738281
     9     1       0.000000       0.000000  -18357.738281
    10     1       0.000000       0.000000  -18357.742188
    11     1       0.000000       0.000000  -18357.740234
    12     1       0.000000       0.000000  -18357.734375
    13     1       0.000000       0.000000  -18357.730469
    14     1       0.000000       0.000000  -18357.726562
    15     1       0.000000       0.000000  -18357.724609
    16     1       0.000000       0.000000  -18357.722656
    17     1       0.000000       0.000000  -18357.724609
    18     1       0.000000       0.000000  -18357.726562
    19     1       0.000000       0.000000  -18357.722656
    20     1       0.000000       0.000000  -18357.720703
    21     1       0.000000       0.000000  -18357.716797
    22     1       0.000000       0.000000  -18357.710938
    23     1       0.000000       0.000000  -18357.710938
    24     1       0.000000       0.000000  -18357.703125
    25     1       0.000000       0.000000  -18357.695312
    26     1       0.000000       0.000000  -18357.695312
    27     1       0.000000       0.000000  -18357.699219
    28     1       0.000000       0.000000  -18357.699219
    29     1       0.000000       0.000000  -18357.693359
    30     1       0.000000       0.000000  -18357.689453
    31     1       0.000000       0.000000  -18357.689453
    32     1       0.000000       0.000000  -18357.689453
     1     2       0.000000       0.000000  -18357.759766
     2     2       0.000479       0.000460  -18357.759766
     3     2       0.000283       0.000935  -18357.757812
     4     2      -0.000622       0.001123  -18357.759766
     5     2      -0.001933       0.001474  -18357.757812
     6     2      -0.003444       0.001622  -18357.750000
     7     2      -0.004992       0.001804  -18357.744141
     8     2      -0.007001       0.001669  -18357.738281
     9     2      -0.009048       0.001811  -18357.738281
    10     2      -0.010945       0.001691  -18357.742188
    11     2      -0.012684       0.001734  -18357.740234
    12     2      -0.014431       0.001409  -18357.734375
    13     2      -0.016009       0.001448  -18357.730469
    14     2      -0.017166       0.001266  -18357.726562
    15     2      -0.018011       0.001009  -18357.724609
    16     2      -0.018621       0.000709  -18357.722656
    17     2      -0.018717       0.000612  -18357.724609
    18     2      -0.018484       0.000236  -18357.726562
    19     2      -0.017927       0.000003  -18357.722656
    20     2      -0.016679      -0.000242  -18357.720703
    21     2      -0.015189      -0.000581  -18357.716797
    22     2      -0.013368      -0.000725  -18357.710938
    23     2      -0.011306      -0.000851  -18357.710938
    24     2      -0.009178      -0.000820  -18357.703125
    25     2      -0.006933      -0.000748  -18357.695312
    26     2      -0.004727      -0.000624  -18357.695312
    27     2      -0.002939      -0.000437  -18357.699219
    28     2      -0.001598      -0.000151  -18357.699219
    29     2      -0.000719       0.000197  -18357.693359
    30     2      -0.000155       0.000452  -18357.689453
    31     2       0.000075       0.000556  -18357.689453
    32     2       0.000000       0.000000  -18357.689453
     1     3       0.000000       0.000000  -18357.759766
     2     3       0.000394       0.000812  -18357.759766
     3     3      -0.000464       0.001886  -18357.757812
     4     3      -0.002217       0.002782  -18357.753906
     5     3      -0.004495       0.003588  -18357.757812
     6     3      -0.007349       0.004059  -18357.750000
     7     3      -0.010498       0.004397  -18357.746094
     8     3      -0.014002       0.004476  -18357.744141
     9     3      -0.017532       0.004640  -18357.744141
    10     3      -0.020996       0.004457  -18357.742188
    11     3      -0.024331       0.004170  -18357.738281
    12     3      -0.027337       0.003827  -18357.734375
    13     3      -0.029871       0.003420  -18357.730469
    14     3      -0.032198       0.002879  -18357.728516
    15     3      -0.033777       0.002211  -18357.726562
    16     3      -0.034603       0.001483  -18357.720703
    17     3      -0.034833       0.000607  -18357.722656
    18     3      -0.034459      -0.000300  -18357.722656
    19     3      -0.033231      -0.001082  -18357.722656
    20     3      -0.031242      -0.001968  -18357.716797
    21     3      -0.028557      -0.002740  -18357.714844
    22     3      -0.025261      -0.003312  -18357.712891
    23     3      -0.021577      -0.003686  -18357.707031
    24     3      -0.017701      -0.003799  -18357.707031
    25     3      -0.013851      -0.003602  -18357.699219
    26     3      -0.010059      -0.003158  -18357.699219
    27     3      -0.006754      -0.002515  -18357.701172
    28     3      -0.004038      -0.001734  -18357.703125
    29     3      -0.002121      -0.000836  -18357.695312
    30     3      -0.000800       0.000009  -18357.691406
    31     3      -0.000094       0.000406  -18357.691406
    32     3       0.000000       0.000000  -18357.691406
     1     4       0.000000       0.000000  -18357.755859
     2     4       0.000051       0.001420  -18357.755859
     3     4      -0.001264       0.003408  -18357.757812
     4     4      -0.003914       0.005250  -18357.755859
     5     4      -0.007431       0.006683  -18357.757812
     6     4      -0.011556       0.007821  -18357.751953
     7     4      -0.015888       0.008463  -18357.744141
     8     4      -0.020661       0.008849  -18357.746094
     9     4      -0.025629       0.008808  -18357.746094
    10     4      -0.030597       0.008700  -18357.744141
    11     4      -0.034973       0.008172  -18357.734375
    12     4      -0.039072       0.007554  -18357.732422
    13     4      -0.042769       0.006310  -18357.734375
    14     4      -0.045717       0.005125  -18357.730469
    15     4      -0.047826       0.003700  -18357.726562
    16     4      -0.049243       0.002052  -18357.724609
    17     4      -0.049589       0.000347  -18357.722656
    18     4      -0.048791      -0.001468  -18357.722656
    19     4      -0.047242      -0.003046  -18357.720703
    20     4      -0.044523      -0.004813  -18357.716797
    21     4      -0.040841      -0.006238  -18357.714844
    22     4      -0.036413      -0.007492  -18357.707031
    23     4      -0.031408      -0.008276  -18357.703125
    24     4      -0.026058      -0.008555  -18357.695312
    25     4      -0.020577      -0.008332  -18357.695312
    26     4      -0.015293      -0.007534  -18357.695312
    27     4      -0.010682      -0.006364  -18357.699219
    28     4      -0.006786      -0.004671  -18357.699219
    29     4      -0.003724      -0.002985  -18357.695312
    30     4      -0.001618      -0.001254  -18357.691406
    31     4      -0.000459      -0.000082  -18357.691406
    32     4       0.000000       0.000000  -18357.691406
     1     5       0.000000       0.000000  -18357.748047
     2     5      -0.000275       0.002695  -18357.748047
     3     5      -0.002286       0.005899  -18357.750000
     4     5      -0.005918       0.008530  -18357.748047
     5     5      -0.010317       0.010924  -18357.751953
     6     5      -0.015561       0.012812  -18357.748047
     7     5      -0.021236       0.013901  -18357.742188
     8     5      -0.027331       0.014352  -18357.742188
     9     5      -0.033323       0.014351  -18357.742188
    10     5      -0.039215       0.013896  -18357.742188
    11     5      -0.044884       0.013112  -18357.738281
    12     5      -0.050233       0.011763  -18357.736328
    13     5      -0.054706       0.010109  -18357.734375
    14     5      -0.058280       0.008045  -18357.732422
    15     5      -0.061045       0.005685  -18357.726562
    16     5      -0.062514       0.002987  -18357.722656
    17     5      -0.062907       0.000227  -18357.722656
    18     5      -0.062040      -0.002697  -18357.718750
    19     5      -0.060071      -0.005590  -18357.718750
    20     5      -0.056942      -0.008099  -18357.718750
    21     5      -0.052505      -0.010639  -18357.710938
    22     5      -0.047124      -0.012578  -18357.701172
    23     5      -0.040857      -0.013933  -18357.699219
    24     5      -0.034244      -0.014378  -18357.693359
    25     5      -0.027501      -0.014212  -18357.689453
    26     5      -0.020890      -0.013077  -18357.695312
    27     5      -0.014773      -0.011348  -18357.697266
    28     5      -0.009563      -0.008774  -18357.699219
    29     5      -0.005508      -0.005927  -18357.695312
    30     5      -0.002373      -0.003143  -18357.691406
    31     5      -0.000658      -0.000807  -18357.689453
    32     5       0.000000       0.000000  -18357.689453
     1     6       0.000000       0.000000  -18357.744141
     2     6      -0.000643       0.004467  -18357.744141
     3     6      -0.003385       0.009238  -18357.746094
     4     6      -0.007815       0.013116  -18357.742188
     5     6      -0.013015       0.016496  -18357.750000
     6     6      -0.019478       0.018836  -18357.748047
     7     6      -0.026412       0.020355  -18357.744141
     8     6      -0.033553       0.021095  -18357.738281
     9     6      -0.040765       0.021080  -18357.738281
    10     6      -0.047842       0.020324  -18357.730469
    11     6      -0.054359       0.018900  -18357.734375
    12     6      -0.060432       0.016962  -18357.734375
    13     6      -0.065756       0.014605  -18357.732422
    14     6      -0.070100       0.011536  -18357.726562
    15     6      -0.073294       0.008104  -18357.726562
    16     6      -0.075323       0.004305  -18357.722656
    17     6      -0.075880       0.000116  -18357.714844
    18     6      -0.074994      -0.004185  -18357.714844
    19     6      -0.072636      -0.008414  -18357.710938
    20     6      -0.069031      -0.012308  -18357.712891
    21     6      -0.064133      -0.015947  -18357.707031
    22     6      -0.057780      -0.018787  -18357.697266
    23     6      -0.050452      -0.020681  -18357.695312
    24     6      -0.042661      -0.021867  -18357.695312
    25     6      -0.034566      -0.021576  -18357.693359
    26     6      -0.026537      -0.020258  -18357.699219
    27     6      -0.019107      -0.017608  -18357.691406
    28     6      -0.012456      -0.014166  -18357.695312
    29     6      -0.007200      -0.009939  -18357.695312
    30     6      -0.003171      -0.005919  -18357.693359
    31     6      -0.000910      -0.002127  -18357.693359
    32     6       0.000000       0.000000  -18357.693359
     1     7       0.000000       0.000000  -18357.736328
     2     7      -0.000866       0.006753  -18357.736328
     3     7      -0.004248       0.013143  -18357.742188
     4     7      -0.009653       0.018664  -18357.740234
     5     7      -0.015914       0.023038  -18357.748047
     6     7      -0.023422       0.026092  -18357.740234
     7     7      -0.031232       0.028042  -18357.740234
     8     7      -0.039517       0.028952  -18357.736328
     9     7      -0.047745       0.028690  -18357.732422
    10     7      -0.055808       0.027803  -18357.726562
    11     7      -0.063383       0.025871  -18357.732422
    12     7      -0.070304       0.023100  -18357.732422
    13     7      -0.076424       0.019891  -18357.732422
    14     7      -0.081455       0.015813  -18357.730469
    15     7      -0.085192       0.011062  -18357.724609
    16     7      -0.087542       0.005653  -18357.714844
    17     7      -0.088461       0.000304  -18357.712891
    18     7      -0.087589      -0.005550  -18357.710938
    19     7      -0.085136      -0.011372  -18357.710938
    20     7      -0.081332      -0.016877  -18357.710938
    21     7      -0.075767      -0.021646  -18357.703125
    22     7      -0.068575      -0.025735  -18357.697266
    23     7      -0.060567      -0.028546  -18357.699219
    24     7      -0.051620      -0.030141  -18357.695312
    25     7      -0.042097      -0.030093  -18357.691406
    26     7      -0.032626      -0.028569  -18357.691406
    27     7      -0.023566      -0.025164  -18357.691406
    28     7      -0.015541      -0.020576  -18357.699219
    29     7      -0.009133      -0.015003  -18357.697266
    30     7      -0.004031      -0.009275  -18357.691406
    31     7      -0.001044      -0.003953  -18357.691406
    32     7       0.000000       0.000000  -18357.691406
     1     8       0.000000       0.000000  -18357.738281
     2     8      -0.001347       0.009442  -18357.738281
     3     8      -0.005165       0.017784  -18357.734375
     4     8      -0.011183       0.024937  -18357.734375
     5     8      -0.018410       0.030306  -18357.738281
     6     8      -0.026980       0.034240  -18357.736328
